freelancer_id,proyectos_completados,ingresos_totales,tarifa_hora_promedio,anios_experiencia,tiempo_respuesta_horas,tasa_finalizacion,calificacion_promedio,categoria_principal,clientes_recurrentes,horas_trabajadas_mes,cluster,cluster_name,pc1,pc2
FL0011,149,32755.06,50.07,8.7,2.8,98.6,4.73,Soporte Administrativo Virtual,20,177.7,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.1027546531612584,-0.5745065419572353
FL0012,28,12344.64,25.15,3.4,6.7,83.6,4.1,Marketing Digital,14,88.8,0,Bajo ingresos totales / Bajo anios experiencia,0.05173784758912418,-0.32238151097131673
FL0013,18,11676.58,19.54,1.3,11.5,78.5,4.58,Redacción y Traducción,8,90.1,0,Bajo ingresos totales / Bajo anios experiencia,0.7308773257996874,-0.4699675016659902
FL0014,10,2081.96,11.15,3.1,40.9,65.9,3.34,Marketing Digital,0,66.7,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.9191872413289612,0.09020919678365341
FL0015,7,1577.16,14.32,1.4,18.5,70.8,2.87,Diseño Gráfico,0,53.4,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.0118143206390067,-0.08626463775119522
FL0016,45,11946.95,28.31,3.5,4.2,69.7,4.23,Soporte Administrativo Virtual,10,98.7,0,Bajo ingresos totales / Bajo anios experiencia,0.3766223021982612,-0.5087811186117245
FL0017,57,7023.28,25.33,3.5,6.2,83.3,4.57,Diseño Gráfico,13,106.8,0,Bajo ingresos totales / Bajo anios experiencia,-0.0005619718239255225,-0.7130943707680816
FL0018,38,4470.07,20.77,1.5,2.9,71.4,4.48,Soporte Administrativo Virtual,12,80.7,0,Bajo ingresos totales / Bajo anios experiencia,0.5968998021355153,-0.7071685457623621
FL0019,79,32434.21,57.64,9.0,3.2,95.1,4.92,Diseño Gráfico,28,131.3,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.8719640083438627,-0.18367208545436478
FL0020,18,42021.49,110.51,2.6,3.2,97.4,4.72,Diseño Gráfico,15,26.8,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.4110943302721217,1.010629541049807
FL0021,5,2495.26,13.22,1.0,25.7,55.0,3.39,Desarrollo de Software,1,38.9,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.7689058913520253,0.08036562613892008
FL0022,6,1253.88,13.91,2.7,38.1,39.8,3.1,Diseño Gráfico,3,12.6,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.8941430325228654,0.4280904616122296
FL0023,19,61446.45,154.1,7.6,7.8,85.2,sin dato,Desarrollo de Software,3,90.7,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.7144233969450685,1.5239089011349924
FL0024,16,44009.14,136.39,7.2,5.1,91.3,4.5,Desarrollo de Software,9,103.2,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.9685063692671433,0.7772300569564596
FL0025,34,11602.01,46.15,3.8,7.7,69.9,3.94,Redacción y Traducción,9,91.6,0,Bajo ingresos totales / Bajo anios experiencia,0.6316985063037174,-0.3292371885345267
FL0026,55,4135.93,23.38,3.1,11.8,77.4,4.06,Soporte Administrativo Virtual,6,87.1,0,Bajo ingresos totales / Bajo anios experiencia,0.9363779198889037,-0.42979104017433956
FL0027,110,33721.68,63.04,6.4,3.1,95.1,4.51,Desarrollo de Software,29,118.2,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.7642735566524328,-0.21043579550477232
FL0028,37,5420.91,22.39,3.2,9.8,85.3,4.22,Diseño Gráfico,10,76.2,0,Bajo ingresos totales / Bajo anios experiencia,0.5522742651917191,-0.31627667531319387
FL0029,21,57612.17,155.55,7.7,3.9,90.3,4.55,Marketing Digital,15,62.3,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.0417064034374932,1.517842820718073
FL0030,40,7566.26,22.58,3.2,10.3,79.6,4.42,Desarrollo de Software,10,77.3,0,Bajo ingresos totales / Bajo anios experiencia,0.606567564013832,-0.2324167797207061
FL0031,27,25671.48,146.47,12.0,5.3,87.4,4.47,Desarrollo de Software,21,60.7,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.7133501618928803,1.019274271284632
FL0032,98,44948.97,64.22,6.2,3.5,91.8,4.85,Diseño Gráfico,45,140.7,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.580130118120076,-0.6882982636882898
FL0033,24,45162.98,130.49,11.6,7.2,99.0,4.36,Diseño Gráfico,16,53.8,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.9718004516331931,1.6495964126926275
FL0034,40,13560.11,20.48,4.4,4.3,71.8,4.28,Redacción y Traducción,7,92.5,0,Bajo ingresos totales / Bajo anios experiencia,0.4344125947781417,-0.1907891005807291
FL0035,8,834.33,6.97,0.0,6.1,49.3,2.16,Soporte Administrativo Virtual,0,71.9,0,Bajo ingresos totales / Bajo anios experiencia,1.9229787615051657,-0.6165085030857648
FL0036,28,57507.68,114.13,12.4,5.0,87.6,4.61,Soporte Administrativo Virtual,11,79.1,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.0884565492234843,1.7737669825746047
FL0037,8,30219.02,109.01,6.8,5.5,94.2,4.63,Desarrollo de Software,9,59.6,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.32040577271016835,0.9464335843683124
FL0038,42,29473.92,53.05,10.1,1.3,92.8,4.96,Desarrollo de Software,40,150.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.5325186058544698,-0.615832491377879
FL0039,23,51952.61,desconocido,9.9,7.2,88.3,4.5,Marketing Digital,13,58.7,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.7219406443986207,1.6868837151895664
FL0040,32,8195.29,19.34,4.2,7.0,68.5,3.68,Marketing Digital,13,66.7,0,Bajo ingresos totales / Bajo anios experiencia,0.730974999901725,-0.12085668038135998
FL0041,20,65972.62,135.48,6.7,4.2,98.7,4.77,Diseño Gráfico,8,49.6,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.9894700226530161,1.9058213627520475
FL0042,35,11078.59,10.93,2.5,6.3,85.7,4.09,Soporte Administrativo Virtual,14,83.0,0,Bajo ingresos totales / Bajo anios experiencia,0.14238394182129385,-0.45071803836642416
FL0043,48,4805.81,22.8,3.4,9.0,70.6,4.08,Diseño Gráfico,18,113.7,0,Bajo ingresos totales / Bajo anios experiencia,0.24977781249598296,-1.0260546172095104
FL0044,145,32539.37,68.58,3.5,3.8,95.1,4.86,Desarrollo de Software,26,150.6,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.803294514870322,-0.8456803375674624
FL0045,89,31637.38,47.4,7.8,2.6,92.7,4.54,Redacción y Traducción,22,155.7,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.7581101727980444,-0.46534110670037504
FL0046,63,11715.07,16.88,2.4,12.0,80.7,4.03,Diseño Gráfico,15,79.4,0,Bajo ingresos totales / Bajo anios experiencia,0.4718866042484761,-0.4134813996809301
FL0047,30,31248.87,126.57,8.5,5.3,86.7,4.41,Marketing Digital,5,57.8,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.036240197021207454,1.230557825441718
FL0048,36,47531.97,140.66,10.9,5.6,95.7,4.6,Desarrollo de Software,14,71.1,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.1349761898945672,1.5234491520480886
FL0049,12,2281.19,15.2,1.5,27.0,50.2,2.22,Redacción y Traducción,2,51.1,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.8778361744365686,-0.10514331410493219
FL0050,14,1887.72,7.39,0.6,30.1,60.5,2.78,Soporte Administrativo Virtual,0,23.2,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.1258187939419098,0.2126536395405542
FL0051,82,10322.84,22.98,4.2,6.1,79.8,3.94,Soporte Administrativo Virtual,8,76.9,0,Bajo ingresos totales / Bajo anios experiencia,0.4904149327011826,-0.11736109739156098
FL0052,10,896.03,10.8,1.3,30.2,63.3,3.37,Desarrollo de Software,1,43.9,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.734535680922481,0.06508935857062857
FL0053,149,39799.84,53.41,5.1,2.2,94.7,4.67,Marketing Digital,37,138.9,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.2853336350910833,-0.6255185449004883
FL0054,28,55636.66,155.8,10.2,3.6,88.3,4.6,Marketing Digital,6,74.2,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.8724478038215697,1.7742719583928568
FL0055,148,31195.59,51.48,6.8,2.7,98.8,4.76,Marketing Digital,46,126.9,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.460467513593325,-0.7228552678952288
FL0056,54,5012.86,24.4,3.0,8.4,75.4,4.45,Desarrollo de Software,18,74.6,0,Bajo ingresos totales / Bajo anios experiencia,0.4317322421406631,-0.5071959921716183
FL0057,13,2698.98,10.49,0.1,34.0,61.6,3.71,Marketing Digital,5,53.2,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.7776121510116463,-0.19574564764135333
FL0058,112,33003.57,39.08,7.0,4.1,96.5,4.73,Desarrollo de Software,30,109.7,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.7190765148604525,-0.08522034017648811
FL0059,0,1182.1,12.38,1.4,8.6,55.3,3.16,Diseño Gráfico,1,1.6,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.4322672491928836,0.40099092518107154
FL0060,6,1732.62,10.63,0.3,17.8,29.9,1.6,Soporte Administrativo Virtual,5,74.3,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.699769058478902,-0.7422889328552428
FL0061,32,5369.11,33.35,3.6,8.9,85.2,4.29,Desarrollo de Software,12,86.1,0,Bajo ingresos totales / Bajo anios experiencia,0.2804233730324686,-0.3939309860388714
FL0062,5,1480.05,16.23,0.3,34.0,64.6,2.68,Redacción y Traducción,2,15.3,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.2411981691133436,0.2841391304708915
FL0063,101,28710.22,52.72,5.3,3.0,95.6,4.48,Marketing Digital,55,151.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.8038725747080746,-1.4520700770301331
FL0064,153,29847.78,58.48,10.5,3.7,93.1,4.61,Desarrollo de Software,39,146.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.3880040083915586,-0.48878015673088027
FL0065,19,41459.28,184.31,6.2,6.3,91.2,4.69,Marketing Digital,11,61.9,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.4549912036813717,1.0815410051827927
FL0066,0,1621.38,10.76,0.1,34.0,45.0,2.84,Soporte Administrativo Virtual,4,52.3,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.3045256926051216,-0.3349931360464244
FL0067,15,496.85,5.93,1.8,35.8,85.3,3.18,Soporte Administrativo Virtual,1,29.3,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.657064392375644,0.32669819588002064
FL0068,13,2057.26,14.3,0.3,12.7,53.0,4.3,Soporte Administrativo Virtual,1,49.6,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.2656897760613193,-0.2721912828481529
FL0069,91,35329.05,64.16,7.7,1.2,95.6,4.54,Redacción y Traducción,20,156.0,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.8905974000227443,-0.3354460804990439
FL0070,9,1897.05,16.81,0.5,2.1,41.4,3.22,Soporte Administrativo Virtual,0,16.4,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.430373237543685,0.07584334533681396
FL0071,61,10294.24,20.4,2.8,8.3,73.2,4.1,Redacción y Traducción,4,87.8,0,Bajo ingresos totales / Bajo anios experiencia,0.8490151400553547,-0.28148750968329295
FL0072,22,52871.12,147.95,8.8,4.8,95.3,4.7,Marketing Digital,14,95.0,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.362242947175642,1.1595280017666019
FL0073,30,35204.0,180.3,11.4,3.4,95.9,4.71,Diseño Gráfico,15,61.5,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.9129096977913931,1.2916945226758962
FL0074,20,31630.85,114.39,12.3,6.5,87.1,4.59,Marketing Digital,10,63.4,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.3781373919712777,1.4476506678174295
FL0075,30,44833.26,75.28,3.3,8.7,92.2,4.54,Marketing Digital,8,56.0,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.16406980041538782,1.0440720494878715
FL0076,47,12265.85,14.12,1.6,6.3,75.9,4.6,Desarrollo de Software,15,86.2,0,Bajo ingresos totales / Bajo anios experiencia,0.23172491390002584,-0.5416780545075983
FL0077,65,25303.57,61.78,8.0,1.4,91.1,4.59,Diseño Gráfico,20,122.4,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.3171540484089839,-0.1756551451986752
FL0078,22,6271.72,23.12,0.6,7.5,81.2,4.03,Diseño Gráfico,12,80.1,0,Bajo ingresos totales / Bajo anios experiencia,0.5274950355043719,-0.6621017512213775
FL0079,32,5254.6,20.6,4.3,6.2,72.9,4.14,Marketing Digital,11,103.0,0,Bajo ingresos totales / Bajo anios experiencia,0.35997646978365777,-0.560918848277874
FL0080,5,1198.33,12.24,1.3,47.2,57.8,3.52,Marketing Digital,3,29.0,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.7423855405426782,0.27623597931318666
FL0081,0,7926.99,17.69,2.7,6.5,84.7,4.07,Soporte Administrativo Virtual,10,103.3,0,Bajo ingresos totales / Bajo anios experiencia,0.1902515067616281,-0.6642889168422547
FL0082,26,86769.46,116.89,11.5,6.4,88.2,4.57,Desarrollo de Software,7,80.3,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.522233267946491,2.5616338753241763
FL0083,110,32990.3,55.53,4.1,1.6,93.5,4.59,Diseño Gráfico,39,155.0,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.331526163694496,-1.2126266872988651
FL0084,40,4548.75,31.76,2.9,7.6,88.5,4.27,Desarrollo de Software,8,102.9,0,Bajo ingresos totales / Bajo anios experiencia,0.15993987254719577,-0.5759905804029103
FL0085,sin dato,9.47,10.72,2.0,42.6,32.2,2.64,Soporte Administrativo Virtual,2,20.0,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,4.320872964239333,0.24317556576780225
FL0086,90,31414.66,47.52,6.2,1.6,97.8,4.86,Marketing Digital,54,144.6,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.913012547729144,-1.1930303884304625
FL0087,113,29101.92,40.45,5.6,2.3,94.7,4.92,Desarrollo de Software,44,167.4,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.661034956225412,-1.366627291187076
FL0088,127,29045.37,53.03,6.4,4.6,95.7,4.63,Diseño Gráfico,24,175.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.943342956149652,-0.9463129560312956
FL0089,51,8323.59,21.68,3.7,7.2,80.3,3.84,Desarrollo de Software,6,82.5,0,Bajo ingresos totales / Bajo anios experiencia,0.5078349152257645,-0.1558944007230686
FL0090,109,30076.01,44.97,8.0,3.0,95.8,4.93,Soporte Administrativo Virtual,30,154.7,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.067164947896307,-0.6815689429058925
FL0091,109,20082.07,51.93,5.9,3.2,94.1,4.66,Redacción y Traducción,36,159.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.9930833692324972,-1.305982866940434
FL0092,97,26950.65,62.77,6.7,2.6,97.3,4.83,Desarrollo de Software,27,168.4,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.1380784844435157,-0.9028117841583135
FL0093,10,909.16,18.66,1.0,29.8,59.2,2.82,Diseño Gráfico,2,25.5,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.027780912924913,0.1579464411059992
FL0094,147,25883.97,62.68,6.2,2.7,93.6,4.83,Desarrollo de Software,18,123.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.2581920855291495,-0.22764855068748463
FL0095,120,28875.68,58.94,6.1,1.8,97.2,4.69,Soporte Administrativo Virtual,34,131.3,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.9778148497158088,-0.7132725070835593
FL0096,27,72389.38,119.03,3.1,4.9,97.8,4.75,Diseño Gráfico,15,79.5,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.445575776633988,1.172365151869208
FL0097,25,4756.16,26.0,2.8,7.6,82.9,3.64,Desarrollo de Software,10,103.7,0,Bajo ingresos totales / Bajo anios experiencia,0.2214876323170692,-0.6573568647913668
FL0098,31,32139.3,180.68,10.1,3.5,94.2,5.0,Diseño Gráfico,16,54.2,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.7190463742470249,1.1506918578897525
FL0099,22,48662.55,114.57,10.0,2.6,93.3,4.71,Desarrollo de Software,15,55.4,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.0804412853076857,1.6037617952608036
FL0100,47,28084.49,28.84,7.1,2.5,97.1,4.88,Desarrollo de Software,29,156.7,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.126307864730027,-0.7472744407846851
FL0101,13,1629.03,10.82,4.1,28.7,62.3,2.89,Redacción y Traducción,4,30.5,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.6965871738249807,0.39493941398709115
FL0102,35,58131.92,154.25,7.0,5.5,85.0,4.93,Redacción y Traducción,11,38.3,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.4004915244723308,1.7653593359401696
FL0103,4,1275.51,9.63,0.5,30.8,57.6,3.44,Diseño Gráfico,1,70.0,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.729663109110675,-0.3975576228980961
FL0104,48,10009.67,26.39,3.3,8.0,79.7,3.96,Desarrollo de Software,19,118.6,0,Bajo ingresos totales / Bajo anios experiencia,-0.25138315832603375,-0.9006702984024564
FL0105,0,1713.17,6.95,0.9,33.4,78.3,2.51,Redacción y Traducción,1,26.3,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.7869051796697586,0.29000240950159045
FL0106,142,21864.49,55.08,10.9,2.7,98.3,4.71,Soporte Administrativo Virtual,33,144.9,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.1128266795635824,-0.5342474794261888
FL0107,29,6534.76,22.06,3.0,8.1,93.6,4.18,Marketing Digital,12,92.8,0,Bajo ingresos totales / Bajo anios experiencia,0.02234678746683428,-0.4552094520919108
FL0108,64,30102.69,73.73,6.7,3.5,95.1,4.77,Soporte Administrativo Virtual,43,142.0,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.307795571885113,-0.9601828498750123
FL0109,4,1190.21,5.89,0.9,23.7,38.4,3.35,Soporte Administrativo Virtual,2,36.5,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.199377027851374,-0.10074585218729058
FL0110,5,2077.05,14.27,0.4,28.7,59.1,3.05,Marketing Digital,0,52.0,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.791935985089153,-0.08371106303360246
FL0111,105,16983.21,56.13,8.9,1.6,95.0,4.56,Soporte Administrativo Virtual,49,138.2,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.3977035849246824,-1.1746937354473506
FL0112,17,75167.8,-17.7,14.7,3.2,97.2,4.33,Marketing Digital,10,53.9,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.5886046115037376,2.8700312144015445
FL0113,28,30560.95,122.38,9.4,4.3,89.1,4.71,Soporte Administrativo Virtual,14,82.6,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.6683687218469421,0.7193474522161333
FL0114,46,9358.94,18.34,2.0,6.6,75.6,3.74,Diseño Gráfico,12,119.9,0,Bajo ingresos totales / Bajo anios experiencia,0.13393301005903063,-0.9735735632092918
FL0115,13,1750.41,10.7,0.1,17.7,38.9,3.59,Soporte Administrativo Virtual,2,26.5,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.035316397043551,-0.07348812011903334
FL0116,24,57630.48,132.69,6.3,2.3,99.4,4.71,Redacción y Traducción,15,101.4,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.6067352377775064,0.8717424179070433
FL0117,41,51897.41,156.35,10.8,3.7,87.3,4.46,Diseño Gráfico,16,51.5,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.9128949229914173,1.69109834720269
FL0118,52,7948.72,25.17,3.9,8.0,78.0,3.74,Diseño Gráfico,11,82.9,0,Bajo ingresos totales / Bajo anios experiencia,0.4790398125817411,-0.334163046190771
FL0119,34,65716.37,121.79,9.3,5.8,88.4,4.57,Diseño Gráfico,18,63.2,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.2298986938488392,1.70850569724517
FL0120,118,37763.86,36.09,6.0,1.6,91.1,4.71,Desarrollo de Software,9,159.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.4969115004913807,-0.19490091819582067
FL0121,78,28602.78,40.4,7.5,2.5,95.4,4.78,Desarrollo de Software,30,186.2,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.4320808276443877,-1.086585773194407
FL0122,85,39651.6,51.09,6.7,2.2,88.2,4.53,Desarrollo de Software,13,134.2,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.3579420404756541,0.1212421965365866
FL0123,43,4328.27,23.35,2.9,9.7,83.2,3.35,Marketing Digital,7,60.7,0,Bajo ingresos totales / Bajo anios experiencia,0.8783397480474335,-0.05559997076011499
FL0124,nd,69570.01,98.28,8.3,7.5,91.7,5.0,Desarrollo de Software,15,57.2,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.1649986967075214,1.9247229358563973
FL0125,37,12507.7,24.04,4.1,9.8,86.7,4.3,Desarrollo de Software,13,95.7,0,Bajo ingresos totales / Bajo anios experiencia,0.0038089160525732824,-0.30041223836618736
FL0126,9,2699.18,13.38,1.3,31.2,33.0,3.13,Redacción y Traducción,0,45.5,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.6120315345792675,-0.04364482119020987
FL0127,7,1244.42,13.37,1.5,21.6,48.0,2.89,Soporte Administrativo Virtual,1,29.0,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.9526560204863204,0.10019030228459387
FL0128,28,53900.96,84.9,7.0,8.1,85.3,4.51,Marketing Digital,10,56.3,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.4046612359431551,1.547700501131539
FL0129,0,2222.99,11.12,1.0,13.2,42.2,3.54,Marketing Digital,2,26.2,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.677621893208816,0.09917740596541744
FL0130,11,2325.65,12.35,0.1,19.5,65.9,2.64,Redacción y Traducción,1,44.5,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.314937651519491,-0.10954151184488015
FL0131,36,41471.65,209.66,4.2,2.1,98.0,4.74,Desarrollo de Software,15,72.3,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.0175439091907588,0.6645796252998218
FL0132,6,1372.61,10.48,2.9,11.5,58.5,2.89,Redacción y Traducción,2,54.0,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,1.9288981677018822,-0.06662705391754525
FL0133,3,680.25,14.25,0.9,8.2,85.3,3.41,Marketing Digital,4,26.6,0,Bajo ingresos totales / Bajo anios experiencia,1.3416055010126169,0.151802643095223
FL0134,34,13994.24,34.73,3.3,8.9,87.3,3.8,Redacción y Traducción,16,98.0,0,Bajo ingresos totales / Bajo anios experiencia,-0.07249525051587144,-0.48636032730661205
FL0135,31,6645.52,21.29,2.9,6.4,81.3,3.65,Soporte Administrativo Virtual,12,75.9,0,Bajo ingresos totales / Bajo anios experiencia,0.45894540393084365,-0.39292846144401805
FL0136,8,876.81,8.81,0.9,46.6,38.2,2.81,Marketing Digital,2,61.3,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.947625758572131,-0.21261392881061833
FL0137,157,17377.77,37.7,4.1,3.6,91.8,4.61,Diseño Gráfico,11,114.5,0,Bajo ingresos totales / Bajo anios experiencia,-0.5508729228409396,-0.4318302668337704
FL0138,20,63734.28,168.97,14.5,3.6,97.4,4.94,Marketing Digital,15,84.3,4,Alto ingresos totales / Bajo horas trabajadas mes,-1.8225852943408474,2.0918981060239
FL0139,45,40809.0,201.62,10.0,4.9,85.0,4.65,Desarrollo de Software,21,66.9,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.9375322542952436,1.0906157422999285
FL0140,31,55473.03,143.9,7.4,4.0,86.5,4.37,Diseño Gráfico,17,37.2,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.7108759177773134,1.5982115662157694
FL0141,31,59674.52,136.24,8.8,8.7,-10.0,4.8,Desarrollo de Software,15,43.9,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,1.6888813377307408,1.5071089739299006
FL0142,43,5968.52,27.2,0.0,8.5,97.0,desconocido,Desarrollo de Software,11,81.8,0,Bajo ingresos totales / Bajo anios experiencia,0.17676144925185985,-0.6100118376583438
FL0143,49,9312.52,17.4,2.0,10.0,87.3,4.48,Diseño Gráfico,12,85.2,0,Bajo ingresos totales / Bajo anios experiencia,0.328739705719385,-0.48849111282154944
FL0144,54,8911.73,13.11,4.0,7.5,75.2,4.29,Redacción y Traducción,6,132.7,0,Bajo ingresos totales / Bajo anios experiencia,0.24445183724050823,-0.7835609630249162
FL0145,100,52631.88,59.73,5.9,1.9,91.2,4.84,Desarrollo de Software,35,146.9,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.537707522004553,-0.31846188729557584
FL0146,6,1813.24,7.65,1.3,26.1,45.7,2.79,Diseño Gráfico,1,42.1,2,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.0483917810565058,-0.040737853559564184
FL0147,19,60345.85,113.59,7.4,6.4,92.5,4.2,Marketing Digital,14,55.9,4,Alto ingresos totales / Bajo horas trabajadas mes,-0.9243233816200537,1.6665978193703206
