freelancer_id,proyectos_completados,ingresos_totales,tarifa_hora_promedio,anios_experiencia,tiempo_respuesta_horas,tasa_finalizacion,calificacion_promedio,categoria_principal,clientes_recurrentes,horas_trabajadas_mes,cluster,cluster_name,pc1,pc2
FL0075,30,44833.26,75.28,3.3,8.7,92.2,4.54,Marketing Digital,8,56.0,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.16406980041538807,1.0440720494879583
FL0076,47,12265.85,14.12,1.6,6.3,75.9,4.6,Desarrollo de Software,15,86.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.2317249139000256,-0.5416780545076619
FL0077,65,25303.57,61.78,8.0,1.4,91.1,4.59,Diseño Gráfico,20,122.4,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.317154048408983,-0.17565514519861458
FL0078,22,6271.72,23.12,0.6,7.5,81.2,4.03,Diseño Gráfico,12,80.1,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.5274950355043702,-0.6621017512212272
FL0079,32,5254.6,20.6,4.3,6.2,72.9,4.14,Marketing Digital,11,103.0,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.35997646978365716,-0.5609188482778111
FL0080,5,1198.33,12.24,1.3,47.2,57.8,3.52,Marketing Digital,3,29.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.7423855405426742,0.2762359793132978
FL0081,0,7926.99,17.69,2.7,6.5,84.7,4.07,Soporte Administrativo Virtual,10,103.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.1902515067616271,-0.6642889168427097
FL0082,26,86769.46,116.89,11.5,6.4,88.2,4.57,Desarrollo de Software,7,80.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.5222332679464894,2.5616338753243952
FL0083,110,32990.3,55.53,4.1,1.6,93.5,4.59,Diseño Gráfico,39,155.0,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.3315261636944915,-1.2126266872988098
FL0084,40,4548.75,31.76,2.9,7.6,88.5,4.27,Desarrollo de Software,8,102.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.15993987254719505,-0.5759905804028816
FL0085,sin dato,9.47,10.72,2.0,42.6,32.2,2.64,Soporte Administrativo Virtual,2,20.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,4.320872964239337,0.24317556576779728
FL0086,90,31414.66,47.52,6.2,1.6,97.8,4.86,Marketing Digital,54,144.6,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.9130125477291378,-1.1930303884304474
FL0087,113,29101.92,40.45,5.6,2.3,94.7,4.92,Desarrollo de Software,44,167.4,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.6610349562254076,-1.3666272911870612
FL0088,127,29045.37,53.03,6.4,4.6,95.7,4.63,Diseño Gráfico,24,175.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.94334295614965,-0.946312956031242
FL0089,51,8323.59,21.68,3.7,7.2,80.3,3.84,Desarrollo de Software,6,82.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.5078349152257622,-0.15589440072302327
FL0090,109,30076.01,44.97,8.0,3.0,95.8,4.93,Soporte Administrativo Virtual,30,154.7,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.0671649478963037,-0.6815689429058991
FL0091,109,20082.07,51.93,5.9,3.2,94.1,4.66,Redacción y Traducción,36,159.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.9930833692324934,-1.3059828669404518
FL0092,97,26950.65,62.77,6.7,2.6,97.3,4.83,Desarrollo de Software,27,168.4,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.1380784844435134,-0.9028117841582621
FL0093,10,909.16,18.66,1.0,29.8,59.2,2.82,Diseño Gráfico,2,25.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.0277809129249076,0.1579464411059926
FL0094,147,25883.97,62.68,6.2,2.7,93.6,4.83,Desarrollo de Software,18,123.1,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.2581920855291477,-0.22764855068743037
FL0095,120,28875.68,58.94,6.1,1.8,97.2,4.69,Soporte Administrativo Virtual,34,131.3,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.9778148497158066,-0.7132725070835466
FL0096,27,72389.38,119.03,3.1,4.9,97.8,4.75,Diseño Gráfico,15,79.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.4455757766339865,1.1723651518691929
FL0097,25,4756.16,26.0,2.8,7.6,82.9,3.64,Desarrollo de Software,10,103.7,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.2214876323170687,-0.6573568647913406
FL0098,31,32139.3,180.68,10.1,3.5,94.2,5.0,Diseño Gráfico,16,54.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.7190463742470252,1.1506918578897465
FL0099,22,48662.55,114.57,10.0,2.6,93.3,4.71,Desarrollo de Software,15,55.4,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.0804412853076852,1.6037617952609151
FL0100,47,28084.49,28.84,7.1,2.5,97.1,4.88,Desarrollo de Software,29,156.7,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.1263078647300233,-0.747274440784654
FL0101,13,1629.03,10.82,4.1,28.7,62.3,2.89,Redacción y Traducción,4,30.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.696587173824977,0.3949394139873723
FL0102,35,58131.92,154.25,7.0,5.5,85.0,4.93,Redacción y Traducción,11,38.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.40049152447233016,1.765359335940189
FL0103,4,1275.51,9.63,0.5,30.8,57.6,3.44,Diseño Gráfico,1,70.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.7296631091106707,-0.39755762289807584
FL0104,48,10009.67,26.39,3.3,8.0,79.7,3.96,Desarrollo de Software,19,118.6,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.2513831583260332,-0.9006702984023885
FL0105,0,1713.17,6.95,0.9,33.4,78.3,2.51,Redacción y Traducción,1,26.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.7869051796697546,0.2900024095011658
FL0106,142,21864.49,55.08,10.9,2.7,98.3,4.71,Soporte Administrativo Virtual,33,144.9,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.11282667956358,-0.5342474794262039
FL0107,29,6534.76,22.06,3.0,8.1,93.6,4.18,Marketing Digital,12,92.8,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.022346787466833627,-0.4552094520920327
FL0108,64,30102.69,73.73,6.7,3.5,95.1,4.77,Soporte Administrativo Virtual,43,142.0,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.3077955718851113,-0.9601828498749383
FL0109,4,1190.21,5.89,0.9,23.7,38.4,3.35,Soporte Administrativo Virtual,2,36.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.1993770278513725,-0.10074585218728103
FL0110,5,2077.05,14.27,0.4,28.7,59.1,3.05,Marketing Digital,0,52.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.7919359850891503,-0.0837110630334841
FL0111,105,16983.21,56.13,8.9,1.6,95.0,4.56,Soporte Administrativo Virtual,49,138.2,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.39770358492468,-1.174693735447402
FL0112,17,75167.8,-17.7,14.7,3.2,97.2,4.33,Marketing Digital,10,53.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.5886046115037364,2.8700312144015583
FL0113,28,30560.95,122.38,9.4,4.3,89.1,4.71,Soporte Administrativo Virtual,14,82.6,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.6683687218469431,0.7193474522159474
FL0114,46,9358.94,18.34,2.0,6.6,75.6,3.74,Diseño Gráfico,12,119.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.13393301005903027,-0.9735735632093039
FL0115,13,1750.41,10.7,0.1,17.7,38.9,3.59,Soporte Administrativo Virtual,2,26.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.035316397043546,-0.07348812011877257
FL0116,24,57630.48,132.69,6.3,2.3,99.4,4.71,Redacción y Traducción,15,101.4,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.6067352377775048,0.8717424179070168
FL0117,41,51897.41,156.35,10.8,3.7,87.3,4.46,Diseño Gráfico,16,51.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.912894922991417,1.6910983472027237
FL0118,52,7948.72,25.17,3.9,8.0,78.0,3.74,Diseño Gráfico,11,82.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.47903981258174044,-0.33416304619075315
FL0119,34,65716.37,121.79,9.3,5.8,88.4,4.57,Diseño Gráfico,18,63.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.2298986938488377,1.70850569724529
FL0120,118,37763.86,36.09,6.0,1.6,91.1,4.71,Desarrollo de Software,9,159.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.496911500491379,-0.19490091819579974
FL0121,78,28602.78,40.4,7.5,2.5,95.4,4.78,Desarrollo de Software,30,186.2,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.4320808276443833,-1.0865857731943533
FL0122,85,39651.6,51.09,6.7,2.2,88.2,4.53,Desarrollo de Software,13,134.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.3579420404756533,0.12124219653662545
FL0123,43,4328.27,23.35,2.9,9.7,83.2,3.35,Marketing Digital,7,60.7,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.8783397480474309,-0.05559997076005963
FL0124,nd,69570.01,98.28,8.3,7.5,91.7,5.0,Desarrollo de Software,15,57.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.16499869670752,1.9247229358564057
FL0125,37,12507.7,24.04,4.1,9.8,86.7,4.3,Desarrollo de Software,13,95.7,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.0038089160525731844,-0.3004122383660983
FL0126,9,2699.18,13.38,1.3,31.2,33.0,3.13,Redacción y Traducción,0,45.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.6120315345792644,-0.043644821190118796
FL0127,7,1244.42,13.37,1.5,21.6,48.0,2.89,Soporte Administrativo Virtual,1,29.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.9526560204863173,0.10019030228461868
FL0128,28,53900.96,84.9,7.0,8.1,85.3,4.51,Marketing Digital,10,56.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.4046612359431546,1.5477005011314067
FL0129,0,2222.99,11.12,1.0,13.2,42.2,3.54,Marketing Digital,2,26.2,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.6776218932088125,0.09917740596499625
FL0130,11,2325.65,12.35,0.1,19.5,65.9,2.64,Redacción y Traducción,1,44.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.3149376515194873,-0.10954151184512027
FL0131,36,41471.65,209.66,4.2,2.1,98.0,4.74,Desarrollo de Software,15,72.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.0175439091907583,0.6645796252997838
FL0132,6,1372.61,10.48,2.9,11.5,58.5,2.89,Redacción y Traducción,2,54.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,1.9288981677018795,-0.06662705391722953
FL0133,3,680.25,14.25,0.9,8.2,85.3,3.41,Marketing Digital,4,26.6,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,1.3416055010126138,0.151802643095287
FL0134,34,13994.24,34.73,3.3,8.9,87.3,3.8,Redacción y Traducción,16,98.0,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.07249525051587158,-0.48636032730654083
FL0135,31,6645.52,21.29,2.9,6.4,81.3,3.65,Soporte Administrativo Virtual,12,75.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.4589454039308425,-0.3929284614440176
FL0136,8,876.81,8.81,0.9,46.6,38.2,2.81,Marketing Digital,2,61.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.947625758572127,-0.21261392881043006
FL0137,157,17377.77,37.7,4.1,3.6,91.8,4.61,Diseño Gráfico,11,114.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.5508729228409402,-0.4318302668337567
FL0138,20,63734.28,168.97,14.5,3.6,97.4,4.94,Marketing Digital,15,84.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.8225852943408463,2.091898106024103
FL0139,45,40809.0,201.62,10.0,4.9,85.0,4.65,Desarrollo de Software,21,66.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.937532254295243,1.0906157423000122
FL0140,31,55473.03,143.9,7.4,4.0,86.5,4.37,Diseño Gráfico,17,37.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.7108759177773132,1.5982115662157854
FL0141,31,59674.52,136.24,8.8,8.7,-10.0,4.8,Desarrollo de Software,15,43.9,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,1.6888813377307406,1.5071089739299268
FL0142,43,5968.52,27.2,0.0,8.5,97.0,desconocido,Desarrollo de Software,11,81.8,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.1767614492518593,-0.6100118376585396
