freelancer_id,proyectos_completados,ingresos_totales,tarifa_hora_promedio,anios_experiencia,tiempo_respuesta_horas,tasa_finalizacion,calificacion_promedio,categoria_principal,clientes_recurrentes,horas_trabajadas_mes,cluster,cluster_name,pc1,pc2
FL0043,48,4805.81,22.8,3.4,9.0,70.6,4.08,Diseño Gráfico,18,113.7,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.24977781249598208,-1.0260546172094982
FL0044,145,32539.37,68.58,3.5,3.8,95.1,4.86,Desarrollo de Software,26,150.6,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.8032945148703188,-0.8456803375674091
FL0045,89,31637.38,47.4,7.8,2.6,92.7,4.54,Redacción y Traducción,22,155.7,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.758110172798041,-0.46534110670033363
FL0046,63,11715.07,16.88,2.4,12.0,80.7,4.03,Diseño Gráfico,15,79.4,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.4718866042484759,-0.4134813996808466
FL0047,30,31248.87,126.57,8.5,5.3,86.7,4.41,Marketing Digital,5,57.8,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.03624019702120751,1.2305578254418248
FL0048,36,47531.97,140.66,10.9,5.6,95.7,4.6,Desarrollo de Software,14,71.1,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.1349761898945647,1.5234491520479825
FL0049,12,2281.19,15.2,1.5,27.0,50.2,2.22,Redacción y Traducción,2,51.1,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.877836174436565,-0.1051433141048204
FL0050,14,1887.72,7.39,0.6,30.1,60.5,2.78,Soporte Administrativo Virtual,0,23.2,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.1258187939419053,0.212653639540593
FL0051,82,10322.84,22.98,4.2,6.1,79.8,3.94,Soporte Administrativo Virtual,8,76.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.4904149327011817,-0.11736109739155154
FL0052,10,896.03,10.8,1.3,30.2,63.3,3.37,Desarrollo de Software,1,43.9,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.7345356809224772,0.0650893585707348
FL0053,149,39799.84,53.41,5.1,2.2,94.7,4.67,Marketing Digital,37,138.9,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.285333635091081,-0.625518544900485
FL0054,28,55636.66,155.8,10.2,3.6,88.3,4.6,Marketing Digital,6,74.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.8724478038215701,1.7742719583926374
FL0055,148,31195.59,51.48,6.8,2.7,98.8,4.76,Marketing Digital,46,126.9,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.4604675135933243,-0.7228552678951813
FL0056,54,5012.86,24.4,3.0,8.4,75.4,4.45,Desarrollo de Software,18,74.6,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.43173224214066247,-0.5071959921715995
FL0057,13,2698.98,10.49,0.1,34.0,61.6,3.71,Marketing Digital,5,53.2,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.777612151011643,-0.1957456476409631
FL0058,112,33003.57,39.08,7.0,4.1,96.5,4.73,Desarrollo de Software,30,109.7,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.7190765148604494,-0.08522034017651924
FL0059,0,1182.1,12.38,1.4,8.6,55.3,3.16,Diseño Gráfico,1,1.6,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.432267249192878,0.40099092517992313
FL0060,6,1732.62,10.63,0.3,17.8,29.9,1.6,Soporte Administrativo Virtual,5,74.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.6997690584788954,-0.7422889328547462
FL0061,32,5369.11,33.35,3.6,8.9,85.2,4.29,Desarrollo de Software,12,86.1,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.2804233730324689,-0.39393098603886084
FL0062,5,1480.05,16.23,0.3,34.0,64.6,2.68,Redacción y Traducción,2,15.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.241198169113339,0.2841391304710498
FL0063,101,28710.22,52.72,5.3,3.0,95.6,4.48,Marketing Digital,55,151.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.8038725747080724,-1.4520700770301047
FL0064,153,29847.78,58.48,10.5,3.7,93.1,4.61,Desarrollo de Software,39,146.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.388004008391557,-0.488780156730868
FL0065,19,41459.28,184.31,6.2,6.3,91.2,4.69,Marketing Digital,11,61.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.4549912036813709,1.081541005182711
FL0066,0,1621.38,10.76,0.1,34.0,45.0,2.84,Soporte Administrativo Virtual,4,52.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.3045256926051176,-0.3349931360475492
FL0067,15,496.85,5.93,1.8,35.8,85.3,3.18,Soporte Administrativo Virtual,1,29.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.657064392375643,0.32669819588009685
FL0068,13,2057.26,14.3,0.3,12.7,53.0,4.3,Soporte Administrativo Virtual,1,49.6,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.265689776061313,-0.27219128284780514
FL0069,91,35329.05,64.16,7.7,1.2,95.6,4.54,Redacción y Traducción,20,156.0,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.8905974000227412,-0.33544608049898056
FL0070,9,1897.05,16.81,0.5,2.1,41.4,3.22,Soporte Administrativo Virtual,0,16.4,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.430373237543679,0.07584334533688596
FL0071,61,10294.24,20.4,2.8,8.3,73.2,4.1,Redacción y Traducción,4,87.8,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.8490151400553522,-0.2814875096832451
FL0072,22,52871.12,147.95,8.8,4.8,95.3,4.7,Marketing Digital,14,95.0,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.36224294717564,1.1595280017668481
FL0073,30,35204.0,180.3,11.4,3.4,95.9,4.71,Diseño Gráfico,15,61.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.912909697791393,1.2916945226760586
FL0074,20,31630.85,114.39,12.3,6.5,87.1,4.59,Marketing Digital,10,63.4,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.3781373919712766,1.4476506678176915
FL0075,30,44833.26,75.28,3.3,8.7,92.2,4.54,Marketing Digital,8,56.0,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.164069800415388,1.0440720494880824
FL0076,47,12265.85,14.12,1.6,6.3,75.9,4.6,Desarrollo de Software,15,86.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.23172491390002523,-0.5416780545076456
FL0077,65,25303.57,61.78,8.0,1.4,91.1,4.59,Diseño Gráfico,20,122.4,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.3171540484089816,-0.17565514519862485
FL0078,22,6271.72,23.12,0.6,7.5,81.2,4.03,Diseño Gráfico,12,80.1,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.5274950355043696,-0.6621017512211753
FL0079,32,5254.6,20.6,4.3,6.2,72.9,4.14,Marketing Digital,11,103.0,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.35997646978365716,-0.5609188482777959
FL0080,5,1198.33,12.24,1.3,47.2,57.8,3.52,Marketing Digital,3,29.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.7423855405426747,0.27623597931338506
FL0081,0,7926.99,17.69,2.7,6.5,84.7,4.07,Soporte Administrativo Virtual,10,103.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.19025150676162722,-0.6642889168434223
FL0082,26,86769.46,116.89,11.5,6.4,88.2,4.57,Desarrollo de Software,7,80.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.5222332679464883,2.5616338753243832
FL0083,110,32990.3,55.53,4.1,1.6,93.5,4.59,Diseño Gráfico,39,155.0,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.331526163694495,-1.2126266872988212
FL0084,40,4548.75,31.76,2.9,7.6,88.5,4.27,Desarrollo de Software,8,102.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.1599398725471956,-0.5759905804028014
FL0085,sin dato,9.47,10.72,2.0,42.6,32.2,2.64,Soporte Administrativo Virtual,2,20.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,4.3208729642393395,0.24317556576782964
FL0086,90,31414.66,47.52,6.2,1.6,97.8,4.86,Marketing Digital,54,144.6,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.9130125477291413,-1.1930303884304467
FL0087,113,29101.92,40.45,5.6,2.3,94.7,4.92,Desarrollo de Software,44,167.4,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.6610349562254108,-1.3666272911870678
FL0088,127,29045.37,53.03,6.4,4.6,95.7,4.63,Diseño Gráfico,24,175.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.9433429561496487,-0.9463129560311999
FL0089,51,8323.59,21.68,3.7,7.2,80.3,3.84,Desarrollo de Software,6,82.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.5078349152257625,-0.15589440072301808
FL0090,109,30076.01,44.97,8.0,3.0,95.8,4.93,Soporte Administrativo Virtual,30,154.7,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.0671649478963054,-0.681568942905891
FL0091,109,20082.07,51.93,5.9,3.2,94.1,4.66,Redacción y Traducción,36,159.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.9930833692324963,-1.3059828669404279
FL0092,97,26950.65,62.77,6.7,2.6,97.3,4.83,Desarrollo de Software,27,168.4,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.138078484443514,-0.9028117841582421
FL0093,10,909.16,18.66,1.0,29.8,59.2,2.82,Diseño Gráfico,2,25.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.027780912924907,0.15794644110609818
FL0094,147,25883.97,62.68,6.2,2.7,93.6,4.83,Desarrollo de Software,18,123.1,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.2581920855291466,-0.22764855068741416
FL0095,120,28875.68,58.94,6.1,1.8,97.2,4.69,Soporte Administrativo Virtual,34,131.3,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.9778148497158077,-0.7132725070835334
FL0096,27,72389.38,119.03,3.1,4.9,97.8,4.75,Diseño Gráfico,15,79.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.4455757766339865,1.1723651518692326
FL0097,25,4756.16,26.0,2.8,7.6,82.9,3.64,Desarrollo de Software,10,103.7,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.2214876323170691,-0.6573568647913559
FL0098,31,32139.3,180.68,10.1,3.5,94.2,5.0,Diseño Gráfico,16,54.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.7190463742470246,1.1506918578897172
FL0099,22,48662.55,114.57,10.0,2.6,93.3,4.71,Desarrollo de Software,15,55.4,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.0804412853076837,1.6037617952609668
FL0100,47,28084.49,28.84,7.1,2.5,97.1,4.88,Desarrollo de Software,29,156.7,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.126307864730025,-0.7472744407846432
FL0101,13,1629.03,10.82,4.1,28.7,62.3,2.89,Redacción y Traducción,4,30.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.6965871738249776,0.39493941398745397
FL0102,35,58131.92,154.25,7.0,5.5,85.0,4.93,Redacción y Traducción,11,38.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.40049152447233005,1.765359335940203
FL0103,4,1275.51,9.63,0.5,30.8,57.6,3.44,Diseño Gráfico,1,70.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.7296631091106716,-0.397557622897981
FL0104,48,10009.67,26.39,3.3,8.0,79.7,3.96,Desarrollo de Software,19,118.6,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.2513831583260337,-0.9006702984023691
FL0105,0,1713.17,6.95,0.9,33.4,78.3,2.51,Redacción y Traducción,1,26.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.786905179669756,0.29000240950049944
FL0106,142,21864.49,55.08,10.9,2.7,98.3,4.71,Soporte Administrativo Virtual,33,144.9,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.1128266795635806,-0.5342474794261715
FL0107,29,6534.76,22.06,3.0,8.1,93.6,4.18,Marketing Digital,12,92.8,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.02234678746683448,-0.45520945209207947
FL0108,64,30102.69,73.73,6.7,3.5,95.1,4.77,Soporte Administrativo Virtual,43,142.0,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.3077955718851135,-0.960182849874925
FL0109,4,1190.21,5.89,0.9,23.7,38.4,3.35,Soporte Administrativo Virtual,2,36.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.1993770278513685,-0.10074585218720476
FL0110,5,2077.05,14.27,0.4,28.7,59.1,3.05,Marketing Digital,0,52.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.79193598508915,-0.0837110630334087
FL0111,105,16983.21,56.13,8.9,1.6,95.0,4.56,Soporte Administrativo Virtual,49,138.2,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.397703584924681,-1.174693735447452
FL0112,17,75167.8,-17.7,14.7,3.2,97.2,4.33,Marketing Digital,10,53.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.5886046115037347,2.870031214401559
FL0113,28,30560.95,122.38,9.4,4.3,89.1,4.71,Soporte Administrativo Virtual,14,82.6,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.6683687218469426,0.7193474522159887
FL0114,46,9358.94,18.34,2.0,6.6,75.6,3.74,Diseño Gráfico,12,119.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.13393301005902952,-0.9735735632092907
FL0115,13,1750.41,10.7,0.1,17.7,38.9,3.59,Soporte Administrativo Virtual,2,26.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.035316397043543,-0.07348812011872767
FL0116,24,57630.48,132.69,6.3,2.3,99.4,4.71,Redacción y Traducción,15,101.4,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.6067352377775037,0.8717424179070724
FL0117,41,51897.41,156.35,10.8,3.7,87.3,4.46,Diseño Gráfico,16,51.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.9128949229914174,1.6910983472027175
FL0118,52,7948.72,25.17,3.9,8.0,78.0,3.74,Diseño Gráfico,11,82.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.4790398125817407,-0.33416304619073833
FL0119,34,65716.37,121.79,9.3,5.8,88.4,4.57,Diseño Gráfico,18,63.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.229898693848837,1.7085056972453125
FL0120,118,37763.86,36.09,6.0,1.6,91.1,4.71,Desarrollo de Software,9,159.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.496911500491378,-0.19490091819575073
FL0121,78,28602.78,40.4,7.5,2.5,95.4,4.78,Desarrollo de Software,30,186.2,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.4320808276443864,-1.0865857731943414
FL0122,85,39651.6,51.09,6.7,2.2,88.2,4.53,Desarrollo de Software,13,134.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.3579420404756524,0.12124219653663754
FL0123,43,4328.27,23.35,2.9,9.7,83.2,3.35,Marketing Digital,7,60.7,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.8783397480474316,-0.05559997076001845
FL0124,nd,69570.01,98.28,8.3,7.5,91.7,5.0,Desarrollo de Software,15,57.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.1649986967075197,1.9247229358564018
FL0125,37,12507.7,24.04,4.1,9.8,86.7,4.3,Desarrollo de Software,13,95.7,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.0038089160525736185,-0.3004122383660953
FL0126,9,2699.18,13.38,1.3,31.2,33.0,3.13,Redacción y Traducción,0,45.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.6120315345792613,-0.04364482119005816
FL0127,7,1244.42,13.37,1.5,21.6,48.0,2.89,Soporte Administrativo Virtual,1,29.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.952656020486315,0.10019030228465456
FL0128,28,53900.96,84.9,7.0,8.1,85.3,4.51,Marketing Digital,10,56.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.4046612359431545,1.5477005011314309
FL0129,0,2222.99,11.12,1.0,13.2,42.2,3.54,Marketing Digital,2,26.2,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.6776218932088107,0.09917740596428164
FL0130,11,2325.65,12.35,0.1,19.5,65.9,2.64,Redacción y Traducción,1,44.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.314937651519487,-0.1095415118450039
FL0131,36,41471.65,209.66,4.2,2.1,98.0,4.74,Desarrollo de Software,15,72.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.017543909190759,0.6645796252997882
FL0132,6,1372.61,10.48,2.9,11.5,58.5,2.89,Redacción y Traducción,2,54.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,1.9288981677018804,-0.06662705391702747
FL0133,3,680.25,14.25,0.9,8.2,85.3,3.41,Marketing Digital,4,26.6,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,1.3416055010126164,0.15180264309531266
FL0134,34,13994.24,34.73,3.3,8.9,87.3,3.8,Redacción y Traducción,16,98.0,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.07249525051587113,-0.48636032730649725
FL0135,31,6645.52,21.29,2.9,6.4,81.3,3.65,Soporte Administrativo Virtual,12,75.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.45894540393084293,-0.3929284614440449
FL0136,8,876.81,8.81,0.9,46.6,38.2,2.81,Marketing Digital,2,61.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.9476257585721264,-0.21261392881021796
FL0137,157,17377.77,37.7,4.1,3.6,91.8,4.61,Diseño Gráfico,11,114.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.5508729228409402,-0.43183026683372994
FL0138,20,63734.28,168.97,14.5,3.6,97.4,4.94,Marketing Digital,15,84.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.8225852943408452,2.0918981060241415
FL0139,45,40809.0,201.62,10.0,4.9,85.0,4.65,Desarrollo de Software,21,66.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.9375322542952432,1.0906157423000078
FL0140,31,55473.03,143.9,7.4,4.0,86.5,4.37,Diseño Gráfico,17,37.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.710875917777314,1.598211566215754
FL0141,31,59674.52,136.24,8.8,8.7,-10.0,4.8,Desarrollo de Software,15,43.9,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,1.688881337730736,1.5071089739298678
FL0142,43,5968.52,27.2,0.0,8.5,97.0,desconocido,Desarrollo de Software,11,81.8,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.1767614492518598,-0.6100118376584971
