freelancer_id,proyectos_completados,ingresos_totales,tarifa_hora_promedio,anios_experiencia,tiempo_respuesta_horas,tasa_finalizacion,calificacion_promedio,categoria_principal,clientes_recurrentes,horas_trabajadas_mes,cluster,cluster_name,pc1,pc2
FL0013,18,11676.58,19.54,1.3,11.5,78.5,4.58,Redacción y Traducción,8,90.1,2,Bajo ingresos totales / Bajo anios experiencia,0.7308773257996849,-0.4699675016659769
FL0014,10,2081.96,11.15,3.1,40.9,65.9,3.34,Marketing Digital,0,66.7,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.919187241328958,0.09020919678365676
FL0015,7,1577.16,14.32,1.4,18.5,70.8,2.87,Diseño Gráfico,0,53.4,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.011814320639003,-0.08626463775115113
FL0016,45,11946.95,28.31,3.5,4.2,69.7,4.23,Soporte Administrativo Virtual,10,98.7,2,Bajo ingresos totales / Bajo anios experiencia,0.3766223021982589,-0.5087811186116757
FL0017,57,7023.28,25.33,3.5,6.2,83.3,4.57,Diseño Gráfico,13,106.8,2,Bajo ingresos totales / Bajo anios experiencia,-0.0005619718239262549,-0.7130943707680204
FL0018,38,4470.07,20.77,1.5,2.9,71.4,4.48,Soporte Administrativo Virtual,12,80.7,2,Bajo ingresos totales / Bajo anios experiencia,0.596899802135512,-0.7071685457623701
FL0019,79,32434.21,57.64,9.0,3.2,95.1,4.92,Diseño Gráfico,28,131.3,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.8719640083438587,-0.18367208545436095
FL0020,18,42021.49,110.51,2.6,3.2,97.4,4.72,Diseño Gráfico,15,26.8,1,Alto ingresos totales / Alto anios experiencia,-0.4110943302721197,1.0106295410498378
FL0021,5,2495.26,13.22,1.0,25.7,55.0,3.39,Desarrollo de Software,1,38.9,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.768905891352021,0.08036562613896103
FL0022,6,1253.88,13.91,2.7,38.1,39.8,3.1,Diseño Gráfico,3,12.6,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.8941430325228605,0.42809046161262343
FL0023,19,61446.45,154.1,7.6,7.8,85.2,sin dato,Desarrollo de Software,3,90.7,1,Alto ingresos totales / Alto anios experiencia,-0.7144233969450664,1.5239089011349463
FL0024,16,44009.14,136.39,7.2,5.1,91.3,4.5,Desarrollo de Software,9,103.2,1,Alto ingresos totales / Alto anios experiencia,-0.9685063692671415,0.7772300569564018
FL0025,34,11602.01,46.15,3.8,7.7,69.9,3.94,Redacción y Traducción,9,91.6,2,Bajo ingresos totales / Bajo anios experiencia,0.6316985063037149,-0.329237188534513
FL0026,55,4135.93,23.38,3.1,11.8,77.4,4.06,Soporte Administrativo Virtual,6,87.1,2,Bajo ingresos totales / Bajo anios experiencia,0.9363779198889004,-0.42979104017430314
FL0027,110,33721.68,63.04,6.4,3.1,95.1,4.51,Desarrollo de Software,29,118.2,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.7642735566524297,-0.21043579550475416
FL0028,37,5420.91,22.39,3.2,9.8,85.3,4.22,Diseño Gráfico,10,76.2,2,Bajo ingresos totales / Bajo anios experiencia,0.5522742651917176,-0.3162766753131619
FL0029,21,57612.17,155.55,7.7,3.9,90.3,4.55,Marketing Digital,15,62.3,1,Alto ingresos totales / Alto anios experiencia,-1.0417064034374899,1.5178428207180796
FL0030,40,7566.26,22.58,3.2,10.3,79.6,4.42,Desarrollo de Software,10,77.3,2,Bajo ingresos totales / Bajo anios experiencia,0.60656756401383,-0.23241677972064442
FL0031,27,25671.48,146.47,12.0,5.3,87.4,4.47,Desarrollo de Software,21,60.7,1,Alto ingresos totales / Alto anios experiencia,-0.713350161892878,1.019274271284648
FL0032,98,44948.97,64.22,6.2,3.5,91.8,4.85,Diseño Gráfico,45,140.7,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.580130118120069,-0.688298263688301
FL0033,24,45162.98,130.49,11.6,7.2,99.0,4.36,Diseño Gráfico,16,53.8,1,Alto ingresos totales / Alto anios experiencia,-0.9718004516331895,1.6495964126926281
FL0034,40,13560.11,20.48,4.4,4.3,71.8,4.28,Redacción y Traducción,7,92.5,2,Bajo ingresos totales / Bajo anios experiencia,0.43441259477814004,-0.1907891005807109
FL0035,8,834.33,6.97,0.0,6.1,49.3,2.16,Soporte Administrativo Virtual,0,71.9,2,Bajo ingresos totales / Bajo anios experiencia,1.9229787615051586,-0.6165085030857379
FL0036,28,57507.68,114.13,12.4,5.0,87.6,4.61,Soporte Administrativo Virtual,11,79.1,1,Alto ingresos totales / Alto anios experiencia,-1.0884565492234815,1.7737669825744642
FL0037,8,30219.02,109.01,6.8,5.5,94.2,4.63,Desarrollo de Software,9,59.6,1,Alto ingresos totales / Alto anios experiencia,-0.3204057727101671,0.9464335843683729
FL0038,42,29473.92,53.05,10.1,1.3,92.8,4.96,Desarrollo de Software,40,150.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.532518605854464,-0.61583249137783
FL0039,23,51952.61,desconocido,9.9,7.2,88.3,4.5,Marketing Digital,13,58.7,1,Alto ingresos totales / Alto anios experiencia,-0.7219406443986179,1.6868837151888092
FL0040,32,8195.29,19.34,4.2,7.0,68.5,3.68,Marketing Digital,13,66.7,2,Bajo ingresos totales / Bajo anios experiencia,0.7309749999017229,-0.12085668038132687
FL0041,20,65972.62,135.48,6.7,4.2,98.7,4.77,Diseño Gráfico,8,49.6,1,Alto ingresos totales / Alto anios experiencia,-0.9894700226530126,1.905821362752241
FL0042,35,11078.59,10.93,2.5,6.3,85.7,4.09,Soporte Administrativo Virtual,14,83.0,2,Bajo ingresos totales / Bajo anios experiencia,0.14238394182129244,-0.45071803836635815
FL0043,48,4805.81,22.8,3.4,9.0,70.6,4.08,Diseño Gráfico,18,113.7,2,Bajo ingresos totales / Bajo anios experiencia,0.24977781249598166,-1.0260546172095026
FL0044,145,32539.37,68.58,3.5,3.8,95.1,4.86,Desarrollo de Software,26,150.6,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.8032945148703183,-0.8456803375674257
FL0045,89,31637.38,47.4,7.8,2.6,92.7,4.54,Redacción y Traducción,22,155.7,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.758110172798041,-0.46534110670035544
FL0046,63,11715.07,16.88,2.4,12.0,80.7,4.03,Diseño Gráfico,15,79.4,2,Bajo ingresos totales / Bajo anios experiencia,0.4718866042484754,-0.4134813996808865
FL0047,30,31248.87,126.57,8.5,5.3,86.7,4.41,Marketing Digital,5,57.8,1,Alto ingresos totales / Alto anios experiencia,-0.0362401970212071,1.2305578254417475
FL0048,36,47531.97,140.66,10.9,5.6,95.7,4.6,Desarrollo de Software,14,71.1,1,Alto ingresos totales / Alto anios experiencia,-1.1349761898945638,1.5234491520479538
FL0049,12,2281.19,15.2,1.5,27.0,50.2,2.22,Redacción y Traducción,2,51.1,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.8778361744365664,-0.10514331410490249
FL0050,14,1887.72,7.39,0.6,30.1,60.5,2.78,Soporte Administrativo Virtual,0,23.2,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.1258187939419066,0.21265363954057023
FL0051,82,10322.84,22.98,4.2,6.1,79.8,3.94,Soporte Administrativo Virtual,8,76.9,2,Bajo ingresos totales / Bajo anios experiencia,0.49041493270118053,-0.11736109739156499
FL0052,10,896.03,10.8,1.3,30.2,63.3,3.37,Desarrollo de Software,1,43.9,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.734535680922479,0.06508935857061857
FL0053,149,39799.84,53.41,5.1,2.2,94.7,4.67,Marketing Digital,37,138.9,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.285333635091075,-0.6255185449004967
FL0054,28,55636.66,155.8,10.2,3.6,88.3,4.6,Marketing Digital,6,74.2,1,Alto ingresos totales / Alto anios experiencia,-0.8724478038215674,1.774271958392609
FL0055,148,31195.59,51.48,6.8,2.7,98.8,4.76,Marketing Digital,46,126.9,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.460467513593319,-0.7228552678951868
FL0056,54,5012.86,24.4,3.0,8.4,75.4,4.45,Desarrollo de Software,18,74.6,2,Bajo ingresos totales / Bajo anios experiencia,0.4317322421406619,-0.5071959921716143
FL0057,13,2698.98,10.49,0.1,34.0,61.6,3.71,Marketing Digital,5,53.2,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.7776121510116423,-0.1957456476410276
FL0058,112,33003.57,39.08,7.0,4.1,96.5,4.73,Desarrollo de Software,30,109.7,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.7190765148604483,-0.08522034017646427
FL0059,0,1182.1,12.38,1.4,8.6,55.3,3.16,Diseño Gráfico,1,1.6,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.4322672491928814,0.4009909251805945
FL0060,6,1732.62,10.63,0.3,17.8,29.9,1.6,Soporte Administrativo Virtual,5,74.3,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.6997690584788967,-0.7422889328548578
FL0061,32,5369.11,33.35,3.6,8.9,85.2,4.29,Desarrollo de Software,12,86.1,2,Bajo ingresos totales / Bajo anios experiencia,0.2804233730324679,-0.39393098603887905
FL0062,5,1480.05,16.23,0.3,34.0,64.6,2.68,Redacción y Traducción,2,15.3,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.24119816911334,0.284139130470946
FL0063,101,28710.22,52.72,5.3,3.0,95.6,4.48,Marketing Digital,55,151.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.8038725747080657,-1.4520700770301054
FL0064,153,29847.78,58.48,10.5,3.7,93.1,4.61,Desarrollo de Software,39,146.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.388004008391553,-0.4887801567308683
FL0065,19,41459.28,184.31,6.2,6.3,91.2,4.69,Marketing Digital,11,61.9,1,Alto ingresos totales / Alto anios experiencia,-0.45499120368137,1.08154100518277
FL0066,0,1621.38,10.76,0.1,34.0,45.0,2.84,Soporte Administrativo Virtual,4,52.3,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.3045256926051176,-0.33499313604688236
FL0067,15,496.85,5.93,1.8,35.8,85.3,3.18,Soporte Administrativo Virtual,1,29.3,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.6570643923756414,0.32669819588006194
FL0068,13,2057.26,14.3,0.3,12.7,53.0,4.3,Soporte Administrativo Virtual,1,49.6,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.2656897760613144,-0.2721912828478521
FL0069,91,35329.05,64.16,7.7,1.2,95.6,4.54,Redacción y Traducción,20,156.0,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.890597400022742,-0.33544608049900726
FL0070,9,1897.05,16.81,0.5,2.1,41.4,3.22,Soporte Administrativo Virtual,0,16.4,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.43037323754368,0.07584334533685504
FL0071,61,10294.24,20.4,2.8,8.3,73.2,4.1,Redacción y Traducción,4,87.8,2,Bajo ingresos totales / Bajo anios experiencia,0.8490151400553514,-0.28148750968328146
FL0072,22,52871.12,147.95,8.8,4.8,95.3,4.7,Marketing Digital,14,95.0,1,Alto ingresos totales / Alto anios experiencia,-1.3622429471756392,1.159528001766783
FL0073,30,35204.0,180.3,11.4,3.4,95.9,4.71,Diseño Gráfico,15,61.5,1,Alto ingresos totales / Alto anios experiencia,-0.9129096977913904,1.2916945226759406
FL0074,20,31630.85,114.39,12.3,6.5,87.1,4.59,Marketing Digital,10,63.4,1,Alto ingresos totales / Alto anios experiencia,-0.37813739197127627,1.4476506678176368
FL0075,30,44833.26,75.28,3.3,8.7,92.2,4.54,Marketing Digital,8,56.0,1,Alto ingresos totales / Alto anios experiencia,-0.1640698004153868,1.0440720494879552
FL0076,47,12265.85,14.12,1.6,6.3,75.9,4.6,Desarrollo de Software,15,86.2,2,Bajo ingresos totales / Bajo anios experiencia,0.23172491390002498,-0.5416780545077255
FL0077,65,25303.57,61.78,8.0,1.4,91.1,4.59,Diseño Gráfico,20,122.4,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.3171540484089819,-0.17565514519862074
FL0078,22,6271.72,23.12,0.6,7.5,81.2,4.03,Diseño Gráfico,12,80.1,2,Bajo ingresos totales / Bajo anios experiencia,0.5274950355043703,-0.6621017512212173
FL0079,32,5254.6,20.6,4.3,6.2,72.9,4.14,Marketing Digital,11,103.0,2,Bajo ingresos totales / Bajo anios experiencia,0.3599764697836562,-0.5609188482778164
FL0080,5,1198.33,12.24,1.3,47.2,57.8,3.52,Marketing Digital,3,29.0,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.742385540542674,0.2762359793132746
FL0081,0,7926.99,17.69,2.7,6.5,84.7,4.07,Soporte Administrativo Virtual,10,103.3,2,Bajo ingresos totales / Bajo anios experiencia,0.19025150676162605,-0.6642889168427275
FL0082,26,86769.46,116.89,11.5,6.4,88.2,4.57,Desarrollo de Software,7,80.3,1,Alto ingresos totales / Alto anios experiencia,-1.522233267946486,2.5616338753242958
FL0083,110,32990.3,55.53,4.1,1.6,93.5,4.59,Diseño Gráfico,39,155.0,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.3315261636944893,-1.2126266872988158
FL0084,40,4548.75,31.76,2.9,7.6,88.5,4.27,Desarrollo de Software,8,102.9,2,Bajo ingresos totales / Bajo anios experiencia,0.15993987254719447,-0.5759905804028712
FL0085,sin dato,9.47,10.72,2.0,42.6,32.2,2.64,Soporte Administrativo Virtual,2,20.0,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,4.320872964239328,0.24317556576779972
FL0086,90,31414.66,47.52,6.2,1.6,97.8,4.86,Marketing Digital,54,144.6,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.913012547729136,-1.1930303884304418
FL0087,113,29101.92,40.45,5.6,2.3,94.7,4.92,Desarrollo de Software,44,167.4,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.661034956225406,-1.3666272911870638
FL0088,127,29045.37,53.03,6.4,4.6,95.7,4.63,Diseño Gráfico,24,175.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.9433429561496487,-0.9463129560312458
FL0089,51,8323.59,21.68,3.7,7.2,80.3,3.84,Desarrollo de Software,6,82.5,2,Bajo ingresos totales / Bajo anios experiencia,0.5078349152257625,-0.15589440072303495
FL0090,109,30076.01,44.97,8.0,3.0,95.8,4.93,Soporte Administrativo Virtual,30,154.7,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.067164947896303,-0.6815689429058891
FL0091,109,20082.07,51.93,5.9,3.2,94.1,4.66,Redacción y Traducción,36,159.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.9930833692324912,-1.3059828669404503
FL0092,97,26950.65,62.77,6.7,2.6,97.3,4.83,Desarrollo de Software,27,168.4,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.138078484443511,-0.9028117841582569
FL0093,10,909.16,18.66,1.0,29.8,59.2,2.82,Diseño Gráfico,2,25.5,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.0277809129249076,0.15794644110596814
FL0094,147,25883.97,62.68,6.2,2.7,93.6,4.83,Desarrollo de Software,18,123.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.2581920855291469,-0.2276485506874326
FL0095,120,28875.68,58.94,6.1,1.8,97.2,4.69,Soporte Administrativo Virtual,34,131.3,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.9778148497158041,-0.7132725070835368
FL0096,27,72389.38,119.03,3.1,4.9,97.8,4.75,Diseño Gráfico,15,79.5,1,Alto ingresos totales / Alto anios experiencia,-1.4455757766339838,1.1723651518691753
FL0097,25,4756.16,26.0,2.8,7.6,82.9,3.64,Desarrollo de Software,10,103.7,2,Bajo ingresos totales / Bajo anios experiencia,0.22148763231706797,-0.657356864791332
FL0098,31,32139.3,180.68,10.1,3.5,94.2,5.0,Diseño Gráfico,16,54.2,1,Alto ingresos totales / Alto anios experiencia,-0.7190463742470228,1.150691857889711
FL0099,22,48662.55,114.57,10.0,2.6,93.3,4.71,Desarrollo de Software,15,55.4,1,Alto ingresos totales / Alto anios experiencia,-1.080441285307683,1.603761795260938
FL0100,47,28084.49,28.84,7.1,2.5,97.1,4.88,Desarrollo de Software,29,156.7,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.126307864730022,-0.7472744407846649
FL0101,13,1629.03,10.82,4.1,28.7,62.3,2.89,Redacción y Traducción,4,30.5,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.6965871738249785,0.394939413987394
FL0102,35,58131.92,154.25,7.0,5.5,85.0,4.93,Redacción y Traducción,11,38.3,1,Alto ingresos totales / Alto anios experiencia,-0.4004915244723284,1.7653593359402044
FL0103,4,1275.51,9.63,0.5,30.8,57.6,3.44,Diseño Gráfico,1,70.0,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.729663109110671,-0.39755762289807206
FL0104,48,10009.67,26.39,3.3,8.0,79.7,3.96,Desarrollo de Software,19,118.6,2,Bajo ingresos totales / Bajo anios experiencia,-0.251383158326034,-0.900670298402399
FL0105,0,1713.17,6.95,0.9,33.4,78.3,2.51,Redacción y Traducción,1,26.3,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.786905179669757,0.2900024095011316
FL0106,142,21864.49,55.08,10.9,2.7,98.3,4.71,Soporte Administrativo Virtual,33,144.9,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.112826679563577,-0.5342474794261755
FL0107,29,6534.76,22.06,3.0,8.1,93.6,4.18,Marketing Digital,12,92.8,2,Bajo ingresos totales / Bajo anios experiencia,0.022346787466833714,-0.455209452091919
FL0108,64,30102.69,73.73,6.7,3.5,95.1,4.77,Soporte Administrativo Virtual,43,142.0,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.307795571885108,-0.960182849874947
FL0109,4,1190.21,5.89,0.9,23.7,38.4,3.35,Soporte Administrativo Virtual,2,36.5,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.199377027851369,-0.10074585218727312
FL0110,5,2077.05,14.27,0.4,28.7,59.1,3.05,Marketing Digital,0,52.0,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.7919359850891485,-0.08371106303350952
FL0111,105,16983.21,56.13,8.9,1.6,95.0,4.56,Soporte Administrativo Virtual,49,138.2,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.397703584924676,-1.1746937354474167
FL0112,17,75167.8,-17.7,14.7,3.2,97.2,4.33,Marketing Digital,10,53.9,1,Alto ingresos totales / Alto anios experiencia,-1.5886046115037327,2.870031214401547
FL0113,28,30560.95,122.38,9.4,4.3,89.1,4.71,Soporte Administrativo Virtual,14,82.6,1,Alto ingresos totales / Alto anios experiencia,-0.6683687218469413,0.719347452216006
FL0114,46,9358.94,18.34,2.0,6.6,75.6,3.74,Diseño Gráfico,12,119.9,2,Bajo ingresos totales / Bajo anios experiencia,0.1339330100590292,-0.9735735632092974
FL0115,13,1750.41,10.7,0.1,17.7,38.9,3.59,Soporte Administrativo Virtual,2,26.5,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.0353163970435455,-0.07348812011875651
FL0116,24,57630.48,132.69,6.3,2.3,99.4,4.71,Redacción y Traducción,15,101.4,1,Alto ingresos totales / Alto anios experiencia,-1.6067352377775024,0.8717424179070444
FL0117,41,51897.41,156.35,10.8,3.7,87.3,4.46,Diseño Gráfico,16,51.5,1,Alto ingresos totales / Alto anios experiencia,-0.9128949229914143,1.6910983472026915
FL0118,52,7948.72,25.17,3.9,8.0,78.0,3.74,Diseño Gráfico,11,82.9,2,Bajo ingresos totales / Bajo anios experiencia,0.47903981258174005,-0.3341630461907383
FL0119,34,65716.37,121.79,9.3,5.8,88.4,4.57,Diseño Gráfico,18,63.2,1,Alto ingresos totales / Alto anios experiencia,-1.2298986938488352,1.7085056972452177
FL0120,118,37763.86,36.09,6.0,1.6,91.1,4.71,Desarrollo de Software,9,159.1,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.496911500491378,-0.1949009181957846
FL0121,78,28602.78,40.4,7.5,2.5,95.4,4.78,Desarrollo de Software,30,186.2,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.432080827644383,-1.0865857731943542
FL0122,85,39651.6,51.09,6.7,2.2,88.2,4.53,Desarrollo de Software,13,134.2,3,Alto clientes recurrentes / Alto horas trabajadas mes,-1.3579420404756515,0.12124219653661703
FL0123,43,4328.27,23.35,2.9,9.7,83.2,3.35,Marketing Digital,7,60.7,2,Bajo ingresos totales / Bajo anios experiencia,0.8783397480474312,-0.05559997076003482
FL0124,nd,69570.01,98.28,8.3,7.5,91.7,5.0,Desarrollo de Software,15,57.2,1,Alto ingresos totales / Alto anios experiencia,-1.1649986967075174,1.9247229358563878
FL0125,37,12507.7,24.04,4.1,9.8,86.7,4.3,Desarrollo de Software,13,95.7,2,Bajo ingresos totales / Bajo anios experiencia,0.0038089160525731046,-0.30041223836611963
FL0126,9,2699.18,13.38,1.3,31.2,33.0,3.13,Redacción y Traducción,0,45.5,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.612031534579262,-0.04364482119013207
FL0127,7,1244.42,13.37,1.5,21.6,48.0,2.89,Soporte Administrativo Virtual,1,29.0,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.952656020486317,0.10019030228465339
FL0128,28,53900.96,84.9,7.0,8.1,85.3,4.51,Marketing Digital,10,56.3,1,Alto ingresos totales / Alto anios experiencia,-0.404661235943153,1.547700501131435
FL0129,0,2222.99,11.12,1.0,13.2,42.2,3.54,Marketing Digital,2,26.2,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.6776218932088134,0.09917740596496799
FL0130,11,2325.65,12.35,0.1,19.5,65.9,2.64,Redacción y Traducción,1,44.5,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.314937651519488,-0.1095415118450627
FL0131,36,41471.65,209.66,4.2,2.1,98.0,4.74,Desarrollo de Software,15,72.3,1,Alto ingresos totales / Alto anios experiencia,-1.0175439091907559,0.6645796252998151
FL0132,6,1372.61,10.48,2.9,11.5,58.5,2.89,Redacción y Traducción,2,54.0,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,1.9288981677018773,-0.06662705391715218
FL0133,3,680.25,14.25,0.9,8.2,85.3,3.41,Marketing Digital,4,26.6,2,Bajo ingresos totales / Bajo anios experiencia,1.3416055010126142,0.15180264309526945
FL0134,34,13994.24,34.73,3.3,8.9,87.3,3.8,Redacción y Traducción,16,98.0,2,Bajo ingresos totales / Bajo anios experiencia,-0.0724952505158716,-0.4863603273065839
FL0135,31,6645.52,21.29,2.9,6.4,81.3,3.65,Soporte Administrativo Virtual,12,75.9,2,Bajo ingresos totales / Bajo anios experiencia,0.4589454039308418,-0.3929284614440455
FL0136,8,876.81,8.81,0.9,46.6,38.2,2.81,Marketing Digital,2,61.3,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.9476257585721255,-0.21261392881053617
FL0137,157,17377.77,37.7,4.1,3.6,91.8,4.61,Diseño Gráfico,11,114.5,2,Bajo ingresos totales / Bajo anios experiencia,-0.5508729228409394,-0.4318302668337603
FL0138,20,63734.28,168.97,14.5,3.6,97.4,4.94,Marketing Digital,15,84.3,1,Alto ingresos totales / Alto anios experiencia,-1.8225852943408427,2.091898106024067
FL0139,45,40809.0,201.62,10.0,4.9,85.0,4.65,Desarrollo de Software,21,66.9,1,Alto ingresos totales / Alto anios experiencia,-0.9375322542952407,1.0906157422999618
FL0140,31,55473.03,143.9,7.4,4.0,86.5,4.37,Diseño Gráfico,17,37.2,1,Alto ingresos totales / Alto anios experiencia,-0.7108759177773109,1.5982115662157392
FL0141,31,59674.52,136.24,8.8,8.7,-10.0,4.8,Desarrollo de Software,15,43.9,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,1.688881337730738,1.5071089739298775
FL0142,43,5968.52,27.2,0.0,8.5,97.0,desconocido,Desarrollo de Software,11,81.8,2,Bajo ingresos totales / Bajo anios experiencia,0.17676144925185905,-0.6100118376582301
FL0143,49,9312.52,17.4,2.0,10.0,87.3,4.48,Diseño Gráfico,12,85.2,2,Bajo ingresos totales / Bajo anios experiencia,0.3287397057193844,-0.4884911128215276
FL0144,54,8911.73,13.11,4.0,7.5,75.2,4.29,Redacción y Traducción,6,132.7,2,Bajo ingresos totales / Bajo anios experiencia,0.24445183724050626,-0.7835609630249288
FL0145,100,52631.88,59.73,5.9,1.9,91.2,4.84,Desarrollo de Software,35,146.9,3,Alto clientes recurrentes / Alto horas trabajadas mes,-2.537707522004546,-0.3184618872955604
FL0146,6,1813.24,7.65,1.3,26.1,45.7,2.79,Diseño Gráfico,1,42.1,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.048391781056502,-0.04073785355918502
FL0147,19,60345.85,113.59,7.4,6.4,92.5,4.2,Marketing Digital,14,55.9,1,Alto ingresos totales / Alto anios experiencia,-0.9243233816200508,1.6665978193702569
FL0148,44,15380.64,21.27,2.5,10.0,80.7,4.46,Desarrollo de Software,10,52.8,2,Bajo ingresos totales / Bajo anios experiencia,0.6797874777343411,0.18327756492018887
FL0149,6,1207.5,10.85,0.7,24.4,54.1,2.81,Soporte Administrativo Virtual,4,34.3,0,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.810241146047098,-0.07797766950416023
