freelancer_id,proyectos_completados,ingresos_totales,tarifa_hora_promedio,anios_experiencia,tiempo_respuesta_horas,tasa_finalizacion,calificacion_promedio,categoria_principal,clientes_recurrentes,horas_trabajadas_mes,cluster,cluster_name,pc1,pc2
FL0050,14,1887.72,7.39,0.6,30.1,60.5,2.78,Soporte Administrativo Virtual,0,23.2,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.1258187939419058,0.2126536395405681
FL0051,82,10322.84,22.98,4.2,6.1,79.8,3.94,Soporte Administrativo Virtual,8,76.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.49041493270118175,-0.11736109739154124
FL0052,10,896.03,10.8,1.3,30.2,63.3,3.37,Desarrollo de Software,1,43.9,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.734535680922476,0.06508935857068382
FL0053,149,39799.84,53.41,5.1,2.2,94.7,4.67,Marketing Digital,37,138.9,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.285333635091082,-0.6255185449004859
FL0054,28,55636.66,155.8,10.2,3.6,88.3,4.6,Marketing Digital,6,74.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.8724478038215688,1.7742719583925868
FL0055,148,31195.59,51.48,6.8,2.7,98.8,4.76,Marketing Digital,46,126.9,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.4604675135933256,-0.7228552678951987
FL0056,54,5012.86,24.4,3.0,8.4,75.4,4.45,Desarrollo de Software,18,74.6,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.4317322421406625,-0.5071959921715955
FL0057,13,2698.98,10.49,0.1,34.0,61.6,3.71,Marketing Digital,5,53.2,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.777612151011643,-0.19574564764100327
FL0058,112,33003.57,39.08,7.0,4.1,96.5,4.73,Desarrollo de Software,30,109.7,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.7190765148604517,-0.08522034017644321
FL0059,0,1182.1,12.38,1.4,8.6,55.3,3.16,Diseño Gráfico,1,1.6,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.4322672491928783,0.40099092518052587
FL0060,6,1732.62,10.63,0.3,17.8,29.9,1.6,Soporte Administrativo Virtual,5,74.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.699769058478897,-0.7422889328548805
FL0061,32,5369.11,33.35,3.6,8.9,85.2,4.29,Desarrollo de Software,12,86.1,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.28042337303246834,-0.39393098603885
FL0062,5,1480.05,16.23,0.3,34.0,64.6,2.68,Redacción y Traducción,2,15.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.24119816911334,0.284139130471008
FL0063,101,28710.22,52.72,5.3,3.0,95.6,4.48,Marketing Digital,55,151.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.8038725747080737,-1.4520700770301114
FL0064,153,29847.78,58.48,10.5,3.7,93.1,4.61,Desarrollo de Software,39,146.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.3880040083915586,-0.4887801567308682
FL0065,19,41459.28,184.31,6.2,6.3,91.2,4.69,Marketing Digital,11,61.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.45499120368137097,1.0815410051827286
FL0066,0,1621.38,10.76,0.1,34.0,45.0,2.84,Soporte Administrativo Virtual,4,52.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.3045256926051176,-0.3349931360469677
FL0067,15,496.85,5.93,1.8,35.8,85.3,3.18,Soporte Administrativo Virtual,1,29.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.6570643923756414,0.32669819588006405
FL0068,13,2057.26,14.3,0.3,12.7,53.0,4.3,Soporte Administrativo Virtual,1,49.6,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.265689776061314,-0.27219128284781985
FL0069,91,35329.05,64.16,7.7,1.2,95.6,4.54,Redacción y Traducción,20,156.0,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.8905974000227432,-0.33544608049900915
FL0070,9,1897.05,16.81,0.5,2.1,41.4,3.22,Soporte Administrativo Virtual,0,16.4,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.4303732375436793,0.07584334533688353
FL0071,61,10294.24,20.4,2.8,8.3,73.2,4.1,Redacción y Traducción,4,87.8,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.8490151400553526,-0.28148750968325015
FL0072,22,52871.12,147.95,8.8,4.8,95.3,4.7,Marketing Digital,14,95.0,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.362242947175641,1.1595280017668719
FL0073,30,35204.0,180.3,11.4,3.4,95.9,4.71,Diseño Gráfico,15,61.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.912909697791393,1.291694522675948
FL0074,20,31630.85,114.39,12.3,6.5,87.1,4.59,Marketing Digital,10,63.4,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.3781373919712762,1.4476506678177485
FL0075,30,44833.26,75.28,3.3,8.7,92.2,4.54,Marketing Digital,8,56.0,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.1640698004153876,1.0440720494879574
FL0076,47,12265.85,14.12,1.6,6.3,75.9,4.6,Desarrollo de Software,15,86.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.23172491390002503,-0.541678054507664
FL0077,65,25303.57,61.78,8.0,1.4,91.1,4.59,Diseño Gráfico,20,122.4,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.3171540484089845,-0.1756551451985796
FL0078,22,6271.72,23.12,0.6,7.5,81.2,4.03,Diseño Gráfico,12,80.1,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.5274950355043696,-0.6621017512211743
FL0079,32,5254.6,20.6,4.3,6.2,72.9,4.14,Marketing Digital,11,103.0,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.35997646978365766,-0.5609188482777907
FL0080,5,1198.33,12.24,1.3,47.2,57.8,3.52,Marketing Digital,3,29.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.742385540542675,0.2762359793133321
FL0081,0,7926.99,17.69,2.7,6.5,84.7,4.07,Soporte Administrativo Virtual,10,103.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.1902515067616272,-0.6642889168428192
FL0082,26,86769.46,116.89,11.5,6.4,88.2,4.57,Desarrollo de Software,7,80.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.5222332679464898,2.561633875324344
FL0083,110,32990.3,55.53,4.1,1.6,93.5,4.59,Diseño Gráfico,39,155.0,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.3315261636944964,-1.2126266872987754
FL0084,40,4548.75,31.76,2.9,7.6,88.5,4.27,Desarrollo de Software,8,102.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.15993987254719497,-0.5759905804028866
FL0085,sin dato,9.47,10.72,2.0,42.6,32.2,2.64,Soporte Administrativo Virtual,2,20.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,4.320872964239337,0.24317556576780583
FL0086,90,31414.66,47.52,6.2,1.6,97.8,4.86,Marketing Digital,54,144.6,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.913012547729143,-1.1930303884304452
FL0087,113,29101.92,40.45,5.6,2.3,94.7,4.92,Desarrollo de Software,44,167.4,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.661034956225413,-1.3666272911870416
FL0088,127,29045.37,53.03,6.4,4.6,95.7,4.63,Diseño Gráfico,24,175.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.943342956149651,-0.9463129560312442
FL0089,51,8323.59,21.68,3.7,7.2,80.3,3.84,Desarrollo de Software,6,82.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.5078349152257623,-0.15589440072300972
FL0090,109,30076.01,44.97,8.0,3.0,95.8,4.93,Soporte Administrativo Virtual,30,154.7,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.0671649478963077,-0.681568942905899
FL0091,109,20082.07,51.93,5.9,3.2,94.1,4.66,Redacción y Traducción,36,159.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.9930833692324963,-1.305982866940468
FL0092,97,26950.65,62.77,6.7,2.6,97.3,4.83,Desarrollo de Software,27,168.4,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.1380784844435166,-0.9028117841582435
FL0093,10,909.16,18.66,1.0,29.8,59.2,2.82,Diseño Gráfico,2,25.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.027780912924906,0.15794644110602735
FL0094,147,25883.97,62.68,6.2,2.7,93.6,4.83,Desarrollo de Software,18,123.1,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.2581920855291495,-0.2276485506874158
FL0095,120,28875.68,58.94,6.1,1.8,97.2,4.69,Soporte Administrativo Virtual,34,131.3,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.9778148497158092,-0.7132725070835558
FL0096,27,72389.38,119.03,3.1,4.9,97.8,4.75,Diseño Gráfico,15,79.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.4455757766339885,1.1723651518692069
FL0097,25,4756.16,26.0,2.8,7.6,82.9,3.64,Desarrollo de Software,10,103.7,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.22148763231706858,-0.6573568647913416
FL0098,31,32139.3,180.68,10.1,3.5,94.2,5.0,Diseño Gráfico,16,54.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.7190463742470251,1.1506918578897973
FL0099,22,48662.55,114.57,10.0,2.6,93.3,4.71,Desarrollo de Software,15,55.4,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.0804412853076852,1.6037617952609682
FL0100,47,28084.49,28.84,7.1,2.5,97.1,4.88,Desarrollo de Software,29,156.7,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.1263078647300273,-0.747274440784635
FL0101,13,1629.03,10.82,4.1,28.7,62.3,2.89,Redacción y Traducción,4,30.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.696587173824978,0.3949394139874229
FL0102,35,58131.92,154.25,7.0,5.5,85.0,4.93,Redacción y Traducción,11,38.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.40049152447232983,1.7653593359401003
FL0103,4,1275.51,9.63,0.5,30.8,57.6,3.44,Diseño Gráfico,1,70.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.72966310911067,-0.39755762289805274
FL0104,48,10009.67,26.39,3.3,8.0,79.7,3.96,Desarrollo de Software,19,118.6,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.251383158326034,-0.900670298402366
FL0105,0,1713.17,6.95,0.9,33.4,78.3,2.51,Redacción y Traducción,1,26.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.786905179669754,0.29000240950106293
FL0106,142,21864.49,55.08,10.9,2.7,98.3,4.71,Soporte Administrativo Virtual,33,144.9,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.112826679563582,-0.5342474794261917
FL0107,29,6534.76,22.06,3.0,8.1,93.6,4.18,Marketing Digital,12,92.8,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.022346787466834377,-0.455209452091955
FL0108,64,30102.69,73.73,6.7,3.5,95.1,4.77,Soporte Administrativo Virtual,43,142.0,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.307795571885115,-0.9601828498749239
FL0109,4,1190.21,5.89,0.9,23.7,38.4,3.35,Soporte Administrativo Virtual,2,36.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.1993770278513702,-0.10074585218726123
FL0110,5,2077.05,14.27,0.4,28.7,59.1,3.05,Marketing Digital,0,52.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.79193598508915,-0.08371106303345144
FL0111,105,16983.21,56.13,8.9,1.6,95.0,4.56,Soporte Administrativo Virtual,49,138.2,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.397703584924683,-1.1746937354474034
FL0112,17,75167.8,-17.7,14.7,3.2,97.2,4.33,Marketing Digital,10,53.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.5886046115037358,2.8700312144015623
FL0113,28,30560.95,122.38,9.4,4.3,89.1,4.71,Soporte Administrativo Virtual,14,82.6,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.6683687218469424,0.71934745221594
FL0114,46,9358.94,18.34,2.0,6.6,75.6,3.74,Diseño Gráfico,12,119.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.1339330100590293,-0.9735735632092927
FL0115,13,1750.41,10.7,0.1,17.7,38.9,3.59,Soporte Administrativo Virtual,2,26.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.0353163970435446,-0.07348812011873537
FL0116,24,57630.48,132.69,6.3,2.3,99.4,4.71,Redacción y Traducción,15,101.4,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.6067352377775053,0.8717424179070368
FL0117,41,51897.41,156.35,10.8,3.7,87.3,4.46,Diseño Gráfico,16,51.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.9128949229914172,1.6910983472027226
FL0118,52,7948.72,25.17,3.9,8.0,78.0,3.74,Diseño Gráfico,11,82.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.4790398125817405,-0.3341630461907491
FL0119,34,65716.37,121.79,9.3,5.8,88.4,4.57,Diseño Gráfico,18,63.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.229898693848838,1.7085056972452661
FL0120,118,37763.86,36.09,6.0,1.6,91.1,4.71,Desarrollo de Software,9,159.1,0,Alto clientes recurrentes / Alto horas trabajadas mes,-1.4969115004913807,-0.194900918195781
FL0121,78,28602.78,40.4,7.5,2.5,95.4,4.78,Desarrollo de Software,30,186.2,0,Alto clientes recurrentes / Alto horas trabajadas mes,-2.4320808276443877,-1.086585773194343
FL0122,85,39651.6,51.09,6.7,2.2,88.2,4.53,Desarrollo de Software,13,134.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.3579420404756541,0.12124219653663014
FL0123,43,4328.27,23.35,2.9,9.7,83.2,3.35,Marketing Digital,7,60.7,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.8783397480474319,-0.055599970760046566
FL0124,nd,69570.01,98.28,8.3,7.5,91.7,5.0,Desarrollo de Software,15,57.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.1649986967075203,1.9247229358564142
FL0125,37,12507.7,24.04,4.1,9.8,86.7,4.3,Desarrollo de Software,13,95.7,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.0038089160525730725,-0.3004122383660594
FL0126,9,2699.18,13.38,1.3,31.2,33.0,3.13,Redacción y Traducción,0,45.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.612031534579262,-0.0436448211900896
FL0127,7,1244.42,13.37,1.5,21.6,48.0,2.89,Soporte Administrativo Virtual,1,29.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.9526560204863164,0.10019030228462579
FL0128,28,53900.96,84.9,7.0,8.1,85.3,4.51,Marketing Digital,10,56.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.40466123594315395,1.5477005011313962
FL0129,0,2222.99,11.12,1.0,13.2,42.2,3.54,Marketing Digital,2,26.2,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.6776218932088103,0.0991774059648915
FL0130,11,2325.65,12.35,0.1,19.5,65.9,2.64,Redacción y Traducción,1,44.5,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,2.3149376515194855,-0.1095415118451551
FL0131,36,41471.65,209.66,4.2,2.1,98.0,4.74,Desarrollo de Software,15,72.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.017543909190759,0.6645796252997525
FL0132,6,1372.61,10.48,2.9,11.5,58.5,2.89,Redacción y Traducción,2,54.0,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,1.9288981677018797,-0.06662705391716388
FL0133,3,680.25,14.25,0.9,8.2,85.3,3.41,Marketing Digital,4,26.6,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,1.3416055010126144,0.1518026430953045
FL0134,34,13994.24,34.73,3.3,8.9,87.3,3.8,Redacción y Traducción,16,98.0,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.07249525051587136,-0.48636032730654705
FL0135,31,6645.52,21.29,2.9,6.4,81.3,3.65,Soporte Administrativo Virtual,12,75.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.458945403930843,-0.3929284614439777
FL0136,8,876.81,8.81,0.9,46.6,38.2,2.81,Marketing Digital,2,61.3,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,3.947625758572126,-0.21261392881045743
FL0137,157,17377.77,37.7,4.1,3.6,91.8,4.61,Diseño Gráfico,11,114.5,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.5508729228409406,-0.4318302668337519
FL0138,20,63734.28,168.97,14.5,3.6,97.4,4.94,Marketing Digital,15,84.3,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-1.8225852943408452,2.0918981060241526
FL0139,45,40809.0,201.62,10.0,4.9,85.0,4.65,Desarrollo de Software,21,66.9,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.9375322542952428,1.090615742299999
FL0140,31,55473.03,143.9,7.4,4.0,86.5,4.37,Diseño Gráfico,17,37.2,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,-0.7108759177773138,1.5982115662158252
FL0141,31,59674.52,136.24,8.8,8.7,-10.0,4.8,Desarrollo de Software,15,43.9,1,Alto tiempo respuesta horas / Bajo tasa finalizacion,1.6888813377307377,1.5071089739299772
FL0142,43,5968.52,27.2,0.0,8.5,97.0,desconocido,Desarrollo de Software,11,81.8,2,Bajo tiempo respuesta horas / Bajo clientes recurrentes,0.176761449251859,-0.6100118376586119
